Id,Label,timeset,entitytype,interval,eigencentrality,clustering,modularity_class,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Authority,Hub,dynamic_clustering,dynamic_indegree,dynamic_outdegree,dynamic_degree
Capt. David Ives,Capt. David Ives,"<[1946-05-12, 1946-05-19]; [1946-06-16, 1946-06-23]>",PERSON,"<[1946-05-12, 1946-05-19]; [1946-06-16, 1946-06-23]>",0,0,90,16,0.130857,0.178062,0,0,3,3,0,3,3,0,0.002009,"<[1946-05-05, 1946-05-12, 0.16666666666666666]; [1946-05-12, 1946-05-19, 0.0]; [1946-05-19, 1946-05-26, 0.16666666666666666]; [1946-06-09, 1946-06-16, 0.3333333333333333]; [1946-06-16, 1946-06-23, 0.0]; [1946-06-23, 1946-06-30, 0.0]>","<[1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]>","<[1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 2]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]>","<[1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 2]; [1946-05-19, 1946-05-26, 2]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]>"
Capt. Ed Maiicut,Capt. Ed Maiicut,"<[1946-03-31, 1946-04-14]>",PERSON,"<[1946-03-31, 1946-04-14]>",0,0,90,16,0.13477,0.186774,0,0,2,2,0,2,2,0,0.001346,"<[1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]; [1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]>","<[1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]>","<[1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]; [1946-04-07, 1946-04-14, 2]; [1946-04-14, 1946-04-21, 2]>","<[1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]; [1946-04-07, 1946-04-14, 2]; [1946-04-14, 1946-04-21, 2]>"
Capt. Edward Lucente,Capt. Edward Lucente,"<[1946-04-14, 1946-05-05]; [1946-05-05, 1946-05-12]>",PERSON,"<[1946-04-14, 1946-05-05]; [1946-05-05, 1946-05-12]>",0,0,13,14,0.157841,0.211229,0,0,2,2,0,2,2,0,0.001795,"<[1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]; [1946-04-21, 1946-04-28, 0.0]; [1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]; [1946-05-12, 1946-05-19, 0.16666666666666666]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 1]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 2]; [1946-05-05, 1946-05-12, 2]; [1946-05-12, 1946-05-19, 1]>"
Capt. Edward Maykut,Capt. Edward Maykut,"<[1946-04-14, 1946-05-05]>",PERSON,"<[1946-04-14, 1946-05-05]>",0,0,193,20,0.087375,0.107891,0,0,1,1,0,1,1,0,0.000002,"<[1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]; [1946-04-21, 1946-04-28, 0.16666666666666666]; [1946-04-28, 1946-05-05, 0.3333333333333333]; [1946-05-05, 1946-05-12, 0.0]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>"
Capt. Fecoraro,Capt. Fecoraro,"<[1946-05-12, 1946-05-19]>",PERSON,"<[1946-05-12, 1946-05-19]>",0,0,64,1,1,1,0,0,1,1,0,1,1,0,0.000208,"<[1946-05-05, 1946-05-12, 0.16666666666666666]; [1946-05-12, 1946-05-19, 0.0]; [1946-05-19, 1946-05-26, 0.3333333333333333]>","<[1946-05-05, 1946-05-12, 0]; [1946-05-12, 1946-05-19, 0]; [1946-05-19, 1946-05-26, 0]>","<[1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]>","<[1946-05-05, 1946-05-12, 1]; [1946-05-12, 1946-05-19, 1]; [1946-05-19, 1946-05-26, 1]>"
Capt. Forgey,Capt. Forgey,"<[1946-07-14, 1946-07-21]>",PERSON,"<[1946-07-14, 1946-07-21]>",0,0,40,17,0.126967,0.185115,0,0,1,1,0,2,2,0,0.00135,"<[1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.0]; [1946-07-21, 1946-07-28, 0.3333333333333333]>","<[1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]; [1946-07-21, 1946-07-28, 0]>","<[1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]>","<[1946-07-07, 1946-07-14, 1]; [1946-07-14, 1946-07-21, 1]; [1946-07-21, 1946-07-28, 1]>"
Capt. Frank L. Voigtman,Capt. Frank L. Voigtman,"<[1945-12-23, 1945-12-30]>",PERSON,"<[1945-12-23, 1945-12-30]>",0,0,40,10,0.208723,0.238189,0,0,3,3,0,3,3,0,0.001093,"<[1945-12-16, 1945-12-23, 0.0]; [1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.0]>","<[1945-12-16, 1945-12-23, 0]; [1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]>","<[1945-12-16, 1945-12-23, 3]; [1945-12-23, 1945-12-30, 3]; [1945-12-30, 1946-01-06, 3]>","<[1945-12-16, 1945-12-23, 3]; [1945-12-23, 1945-12-30, 3]; [1945-12-30, 1946-01-06, 3]>"
Capt. Frank L. Voigtmann,Capt. Frank L. Voigtmann,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,107,10,0.19411,0.217538,0,0,1,1,0,1,1,0,0.000426,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Frank Voightman,Capt. Frank Voightman,"<[1946-04-14, 1946-05-05]>",PERSON,"<[1946-04-14, 1946-05-05]>",0,0,22,19,0.098015,0.119902,0,0,1,1,0,1,1,0,0.000009,"<[1946-04-07, 1946-04-14, 0.16666666666666666]; [1946-04-14, 1946-04-21, 0.16666666666666666]; [1946-04-21, 1946-04-28, 0.16666666666666666]; [1946-04-28, 1946-05-05, 0.0]; [1946-05-05, 1946-05-12, 0.0]>","<[1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]; [1946-04-21, 1946-04-28, 0]; [1946-04-28, 1946-05-05, 0]; [1946-05-05, 1946-05-12, 0]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>","<[1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]; [1946-04-21, 1946-04-28, 1]; [1946-04-28, 1946-05-05, 1]; [1946-05-05, 1946-05-12, 1]>"
Capt. Frank Voigtman,Capt. Frank Voigtman,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,107,10,0.196062,0.222468,0,0,2,2,0,2,2,0,0.001164,"<[1946-02-17, 1946-02-24, 0.16666666666666666]; [1946-02-24, 1946-03-03, 0.5]; [1946-03-03, 1946-03-10, 0.5]; [1946-03-10, 1946-03-17, 0.5]; [1946-03-17, 1946-03-24, 0.5]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>","<[1946-02-17, 1946-02-24, 2]; [1946-02-24, 1946-03-03, 2]; [1946-03-03, 1946-03-10, 2]; [1946-03-10, 1946-03-17, 2]; [1946-03-17, 1946-03-24, 2]; [1946-03-24, 1946-03-31, 2]; [1946-03-31, 1946-04-07, 2]>"
Capt. H.L. Kilgore,Capt. H.L. Kilgore,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,16,0.129964,0.173174,0,0,1,1,0,1,1,0,0.001899,"<[1946-02-17, 1946-02-24, 0.16666666666666666]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Hager,Capt. Hager,"<[1946-08-04, 1946-08-11]>",PERSON,"<[1946-08-04, 1946-08-11]>",0,0,39,2,0.666667,0.75,0,0,1,1,0,1,1,0,0.000012,"<[1946-07-28, 1946-08-04, 0.16666666666666666]; [1946-08-04, 1946-08-11, 0.0]; [1946-08-11, 1946-08-18, 0.0]>","<[1946-07-28, 1946-08-04, 0]; [1946-08-04, 1946-08-11, 0]; [1946-08-11, 1946-08-18, 0]>","<[1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]; [1946-08-11, 1946-08-18, 1]>","<[1946-07-28, 1946-08-04, 1]; [1946-08-04, 1946-08-11, 1]; [1946-08-11, 1946-08-18, 1]>"
Capt. Henry Jones,Capt. Henry Jones,"<[1946-07-14, 1946-07-21]>",PERSON,"<[1946-07-14, 1946-07-21]>",0,0,64,19,0.100598,0.128077,0,0,2,2,0,2,2,0,0.000195,"<[1946-07-07, 1946-07-14, 0.0]; [1946-07-14, 1946-07-21, 0.0]; [1946-07-21, 1946-07-28, 0.16666666666666666]>","<[1946-07-07, 1946-07-14, 0]; [1946-07-14, 1946-07-21, 0]; [1946-07-21, 1946-07-28, 0]>","<[1946-07-07, 1946-07-14, 2]; [1946-07-14, 1946-07-21, 2]; [1946-07-21, 1946-07-28, 2]>","<[1946-07-07, 1946-07-14, 2]; [1946-07-14, 1946-07-21, 2]; [1946-07-21, 1946-07-28, 2]>"
Capt. Houston J. Zinn,Capt. Houston J. Zinn,"<[1946-03-31, 1946-04-14]>",PERSON,"<[1946-03-31, 1946-04-14]>",0,0,40,17,0.128156,0.190769,0,0,3,3,0,4,4,0,0.00145,"<[1946-03-24, 1946-03-31, 0.16666666666666666]; [1946-03-31, 1946-04-07, 0.16666666666666666]; [1946-04-07, 1946-04-14, 0.3333333333333333]; [1946-04-14, 1946-04-21, 0.3333333333333333]>","<[1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]>","<[1946-03-24, 1946-03-31, 3]; [1946-03-31, 1946-04-07, 3]; [1946-04-07, 1946-04-14, 3]; [1946-04-14, 1946-04-21, 3]>","<[1946-03-24, 1946-03-31, 3]; [1946-03-31, 1946-04-07, 3]; [1946-04-07, 1946-04-14, 3]; [1946-04-14, 1946-04-21, 3]>"
Capt. Houston Zinn,Capt. Houston Zinn,"<[1946-06-30, 1946-07-07]>",PERSON,"<[1946-06-30, 1946-07-07]>",0,0.5,40,17,0.128579,0.190862,0,0,2,2,0,2,2,0,0.001353,"<[1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]; [1946-07-07, 1946-07-14, 0.0]>","<[1946-06-23, 1946-06-30, 0]; [1946-06-30, 1946-07-07, 0]; [1946-07-07, 1946-07-14, 0]>","<[1946-06-23, 1946-06-30, 2]; [1946-06-30, 1946-07-07, 2]; [1946-07-07, 1946-07-14, 2]>","<[1946-06-23, 1946-06-30, 2]; [1946-06-30, 1946-07-07, 2]; [1946-07-07, 1946-07-14, 2]>"
Capt. Hy Simon,Capt. Hy Simon,"<[1946-01-06, 1946-02-20]>",PERSON,"<[1946-01-06, 1946-02-20]>",0,0,107,15,0.132992,0.168536,0,0,1,1,0,1,1,0,0.000149,"<[1945-12-30, 1946-01-06, 0.0]; [1946-01-06, 1946-01-13, 0.0]; [1946-01-13, 1946-01-20, 0.0]; [1946-01-20, 1946-01-27, 0.0]; [1946-01-27, 1946-02-03, 0.0]; [1946-02-03, 1946-02-10, 0.0]; [1946-02-10, 1946-02-17, 0.0]; [1946-02-17, 1946-02-24, 0.0]>","<[1945-12-30, 1946-01-06, 0]; [1946-01-06, 1946-01-13, 0]; [1946-01-13, 1946-01-20, 0]; [1946-01-20, 1946-01-27, 0]; [1946-01-27, 1946-02-03, 0]; [1946-02-03, 1946-02-10, 0]; [1946-02-10, 1946-02-17, 0]; [1946-02-17, 1946-02-24, 0]>","<[1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-01-13, 1946-01-20, 1]; [1946-01-20, 1946-01-27, 1]; [1946-01-27, 1946-02-03, 1]; [1946-02-03, 1946-02-10, 1]; [1946-02-10, 1946-02-17, 1]; [1946-02-17, 1946-02-24, 1]>","<[1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-01-13, 1946-01-20, 1]; [1946-01-20, 1946-01-27, 1]; [1946-01-27, 1946-02-03, 1]; [1946-02-03, 1946-02-10, 1]; [1946-02-10, 1946-02-17, 1]; [1946-02-17, 1946-02-24, 1]>"
Capt. J. B. Robertson,Capt. J. B. Robertson,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,13,0.148383,0.179893,0,0,1,1,0,1,1,0,0.000893,"<[1946-02-17, 1946-02-24, 0.16666666666666666]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. J. T. Guzek,Capt. J. T. Guzek,"<[1945-12-23, 1945-12-30]>",PERSON,"<[1945-12-23, 1945-12-30]>",0,0.5,40,17,0.127204,0.186853,0,0,2,2,0,2,2,0,0.001463,"<[1945-12-16, 1945-12-23, 0.3333333333333333]; [1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.0]>","<[1945-12-16, 1945-12-23, 0]; [1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]; [1945-12-30, 1946-01-06, 2]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]; [1945-12-30, 1946-01-06, 2]>"
Capt. J. W. Harrison,Capt. J. W. Harrison,"<[1946-02-20, 1946-03-31]; [1946-06-23, 1946-06-30]>",PERSON,"<[1946-02-20, 1946-03-31]; [1946-06-23, 1946-06-30]>",0,0.5,90,13,0.154557,0.195736,0,0,2,2,0,2,2,0,0.002792,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.5]; [1946-03-03, 1946-03-10, 0.5]; [1946-03-10, 1946-03-17, 0.5]; [1946-03-17, 1946-03-24, 0.5]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]; [1946-06-16, 1946-06-23, 0.3333333333333333]; [1946-06-23, 1946-06-30, 0.0]; [1946-06-30, 1946-07-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-06-16, 1946-06-23, 0]; [1946-06-23, 1946-06-30, 0]; [1946-06-30, 1946-07-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-06-16, 1946-06-23, 1]; [1946-06-23, 1946-06-30, 1]; [1946-06-30, 1946-07-07, 1]>"
Capt. J.B. Robertson,Capt. J.B. Robertson,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,16,0.129964,0.173174,0,0,1,1,0,1,1,0,0.001899,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. J.L. Tupper,Capt. J.L. Tupper,"<[1946-02-20, 1946-03-31]>",PERSON,"<[1946-02-20, 1946-03-31]>",0,0,90,16,0.129964,0.173174,0,0,1,1,0,1,1,0,0.001899,"<[1946-02-17, 1946-02-24, 0.0]; [1946-02-24, 1946-03-03, 0.0]; [1946-03-03, 1946-03-10, 0.0]; [1946-03-10, 1946-03-17, 0.0]; [1946-03-17, 1946-03-24, 0.0]; [1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]>","<[1946-02-17, 1946-02-24, 0]; [1946-02-24, 1946-03-03, 0]; [1946-03-03, 1946-03-10, 0]; [1946-03-10, 1946-03-17, 0]; [1946-03-17, 1946-03-24, 0]; [1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>","<[1946-02-17, 1946-02-24, 1]; [1946-02-24, 1946-03-03, 1]; [1946-03-03, 1946-03-10, 1]; [1946-03-10, 1946-03-17, 1]; [1946-03-17, 1946-03-24, 1]; [1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]>"
Capt. Jesse W. Kitchin,Capt. Jesse W. Kitchin,"<[1946-03-31, 1946-04-14]>",PERSON,"<[1946-03-31, 1946-04-14]>",0,0,40,17,0.126967,0.185115,0,0,1,1,0,2,2,0,0.00135,"<[1946-03-24, 1946-03-31, 0.0]; [1946-03-31, 1946-04-07, 0.0]; [1946-04-07, 1946-04-14, 0.0]; [1946-04-14, 1946-04-21, 0.0]>","<[1946-03-24, 1946-03-31, 0]; [1946-03-31, 1946-04-07, 0]; [1946-04-07, 1946-04-14, 0]; [1946-04-14, 1946-04-21, 0]>","<[1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>","<[1946-03-24, 1946-03-31, 1]; [1946-03-31, 1946-04-07, 1]; [1946-04-07, 1946-04-14, 1]; [1946-04-14, 1946-04-21, 1]>"
Capt. Joes,Capt. Joes,"<[1946-01-06, 1946-02-20]>",PERSON,"<[1946-01-06, 1946-02-20]>",0,0,89,17,0.121244,0.165181,0,0,1,1,0,1,1,0,0.044838,"<[1945-12-30, 1946-01-06, 0.0]; [1946-01-06, 1946-01-13, 0.0]; [1946-01-13, 1946-01-20, 0.0]; [1946-01-20, 1946-01-27, 0.0]; [1946-01-27, 1946-02-03, 0.0]; [1946-02-03, 1946-02-10, 0.0]; [1946-02-10, 1946-02-17, 0.0]; [1946-02-17, 1946-02-24, 0.0]>","<[1945-12-30, 1946-01-06, 0]; [1946-01-06, 1946-01-13, 0]; [1946-01-13, 1946-01-20, 0]; [1946-01-20, 1946-01-27, 0]; [1946-01-27, 1946-02-03, 0]; [1946-02-03, 1946-02-10, 0]; [1946-02-10, 1946-02-17, 0]; [1946-02-17, 1946-02-24, 0]>","<[1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-01-13, 1946-01-20, 1]; [1946-01-20, 1946-01-27, 1]; [1946-01-27, 1946-02-03, 1]; [1946-02-03, 1946-02-10, 1]; [1946-02-10, 1946-02-17, 1]; [1946-02-17, 1946-02-24, 1]>","<[1945-12-30, 1946-01-06, 1]; [1946-01-06, 1946-01-13, 1]; [1946-01-13, 1946-01-20, 1]; [1946-01-20, 1946-01-27, 1]; [1946-01-27, 1946-02-03, 1]; [1946-02-03, 1946-02-10, 1]; [1946-02-10, 1946-02-17, 1]; [1946-02-17, 1946-02-24, 1]>"
Capt. Joseph G. O'Neill,Capt. Joseph G. O'Neill,"<[1946-06-09, 1946-06-16]>",PERSON,"<[1946-06-09, 1946-06-16]>",0,0,39,13,0.184866,0.218881,0,0,1,1,0,1,1,0,0.000519,"<[1946-06-02, 1946-06-09, 0.0]; [1946-06-09, 1946-06-16, 0.3333333333333333]; [1946-06-16, 1946-06-23, 0.0]>","<[1946-06-02, 1946-06-09, 0]; [1946-06-09, 1946-06-16, 0]; [1946-06-16, 1946-06-23, 0]>","<[1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>","<[1946-06-02, 1946-06-09, 1]; [1946-06-09, 1946-06-16, 1]; [1946-06-16, 1946-06-23, 1]>"
Capt. Joseph O'Neil,Capt. Joseph O'Neil,"<[1945-12-23, 1945-12-30]>",PERSON,"<[1945-12-23, 1945-12-30]>",0,0.5,13,13,0.164268,0.21134,0,0,2,2,0,2,2,0,0.045542,"<[1945-12-16, 1945-12-23, 0.0]; [1945-12-23, 1945-12-30, 0.0]; [1945-12-30, 1946-01-06, 0.0]>","<[1945-12-16, 1945-12-23, 0]; [1945-12-23, 1945-12-30, 0]; [1945-12-30, 1946-01-06, 0]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]; [1945-12-30, 1946-01-06, 2]>","<[1945-12-16, 1945-12-23, 2]; [1945-12-23, 1945-12-30, 2]; [1945-12-30, 1946-01-06, 2]>"
